Participant ID,1_UCLA_qn0,1_UCLA_qn1,1_UCLA_qn2,1_UCLA_qn3,1_UCLA_qn4,1_UCLA_qn5,1_UCLA_qn6,1_UCLA_qn7,1_UCLA_qn8,1_UCLA_qn9,2_UCLA_qn10,2_UCLA_qn11,2_UCLA_qn12,2_UCLA_qn13,2_UCLA_qn14,2_UCLA_qn15,2_UCLA_qn16,2_UCLA_qn17,2_UCLA_qn18,2_UCLA_qn19,2_UCLA_qn20
149,(2) Rarely,,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely
118,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
179,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(4) Always
220,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(1) Never,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes
231,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely
132,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely
95,(4) Always,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(1) Never,(4) Always,(1) Never,(3) Sometimes,(4) Always,(1) Never,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(1) Never,(4) Always,(4) Always
229,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely
25,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes
159,(4) Always,(1) Never,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(1) Never,(4) Always,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(1) Never,(1) Never,(1) Never,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
144,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
120,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
343,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes
9,(3) Sometimes,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(1) Never,(2) Rarely,(1) Never,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
196,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes
82,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes
191,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely
197,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes
233,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely
80,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(4) Always
21,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes
237,(3) Sometimes,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
67,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
176,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
269,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely
193,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
15,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
57,(3) Sometimes,(1) Never,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
105,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
19,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
225,(4) Always,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(1) Never,(4) Always,(4) Always
204,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes
131,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
310,(3) Sometimes,(1) Never,(2) Rarely,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(1) Never,(1) Never,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes
130,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes,(4) Always
218,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
34,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
65,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(4) Always,(4) Always,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
294,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(1) Never,(3) Sometimes,(4) Always,(2) Rarely,(1) Never
304,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(2) Rarely,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(4) Always
155,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely
20,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
36,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
303,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
189,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(1) Never,(1) Never,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(3) Sometimes
162,(4) Always,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(4) Always,(1) Never,(4) Always,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(4) Always,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(4) Always
58,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
106,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely
170,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(3) Sometimes,(4) Always,(4) Always
203,(3) Sometimes,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
79,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes
194,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(1) Never,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
102,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(1) Never,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
86,(3) Sometimes,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(1) Never,(4) Always,(1) Never,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(1) Never,(1) Never,(4) Always,(4) Always,(1) Never,(1) Never,(4) Always,(4) Always
157,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
163,(4) Always,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(1) Never,(4) Always,(3) Sometimes,(1) Never,(1) Never,(4) Always,(4) Always
296,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(1) Never,(4) Always,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always
239,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
85,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
71,(4) Always,(1) Never,(1) Never,(1) Never,(4) Always,(4) Always,(1) Never,(4) Always,(1) Never,(4) Always,(4) Always,(1) Never,(2) Rarely,(2) Rarely,(1) Never,(4) Always,(4) Always,(2) Rarely,(1) Never,(4) Always,(4) Always
251,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(1) Never
154,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
90,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always
61,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
181,(2) Rarely,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(1) Never,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
346,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
257,(3) Sometimes,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always
342,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely
28,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
127,(3) Sometimes,(4) Always,(3) Sometimes,(4) Always,(1) Never,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(1) Never,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely
180,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes
185,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes
217,(3) Sometimes,(1) Never,(1) Never,(1) Never,(3) Sometimes,,(2) Rarely,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(2) Rarely,(1) Never,(2) Rarely,(2) Rarely,(3) Sometimes
215,(2) Rarely,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(4) Always
5,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(4) Always,(4) Always,(4) Always,(2) Rarely,(1) Never,(4) Always,(4) Always,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(2) Rarely
277,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(1) Never,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes
49,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes
175,(4) Always,(1) Never,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(2) Rarely,(1) Never,(4) Always,(3) Sometimes,(2) Rarely,(1) Never,(4) Always,(4) Always
285,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(3) Sometimes,(4) Always,(3) Sometimes,(1) Never,(2) Rarely,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes
94,(3) Sometimes,(2) Rarely,(1) Never,(1) Never,(3) Sometimes,(3) Sometimes,(1) Never,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(1) Never,(2) Rarely,(4) Always,(4) Always,(2) Rarely,(3) Sometimes,(4) Always,(4) Always
136,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(4) Always,(2) Rarely,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(4) Always,(4) Always,(3) Sometimes,(3) Sometimes
75,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(2) Rarely,(2) Rarely,(3) Sometimes,(4) Always,(3) Sometimes,(2) Rarely,(3) Sometimes,(4) Always,(2) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) Sometimes,(4) Always,(3) Sometimes,(3) Sometimes,(3) Sometimes
